_id;consumer_id;local_unregistered_date;unregistered_date;unregistered
5bb08281b4ef2f0007fba85d;5bb08281b4ef2f0007fba85d;2020-03-26 00:16:45;2020-03-25 23:16:45;1
5b9780612608a90007a5ddaf;5b9780612608a90007a5ddaf;2020-03-26 00:16:43;2020-03-25 23:16:43;1
5b850ecd2608a900084657aa;5b850ecd2608a900084657aa;2020-03-26 00:16:42;2020-03-25 23:16:42;1
5bd5a9e3123df60008b8537c;5bd5a9e3123df60008b8537c;2020-03-26 00:16:47;2020-03-25 23:16:47;1
5bf6c6179ec51e00079a5bb7;5bf6c6179ec51e00079a5bb7;2020-03-26 00:16:48;2020-03-25 23:16:48;1
5beea3f79ec51e0007881115;5beea3f79ec51e0007881115;2020-03-26 00:16:48;2020-03-25 23:16:48;1
59c3dac9314017000beea5a5;59c3dac9314017000beea5a5;2020-03-26 00:16:08;2020-03-25 23:16:08;1
56debe32c80455a4310c6a29;56debe32c80455a4310c6a29;2020-03-26 00:14:33;2020-03-25 23:14:33;1
59e71d4395f5a3000b81039f;59e71d4395f5a3000b81039f;2020-03-26 00:16:10;2020-03-25 23:16:10;1
5a36c4b97525c10007bcfafe;5a36c4b97525c10007bcfafe;2020-03-26 00:16:17;2020-03-25 23:16:17;1
5a793487a63bce000906c3b8;5a793487a63bce000906c3b8;2020-03-26 00:16:24;2020-03-25 23:16:24;1
5aafc77410d4480007f452f9;5aafc77410d4480007f452f9;2020-03-26 00:16:27;2020-03-25 23:16:27;1
5b17e9625cf1b900099a7450;5b17e9625cf1b900099a7450;2020-03-26 00:16:35;2020-03-25 23:16:35;1
5bd7953b6b97660007e966d9;5bd7953b6b97660007e966d9;2020-03-26 00:16:47;2020-03-25 23:16:47;1
5b73c5ac8be2670007cdba89;5b73c5ac8be2670007cdba89;2020-03-26 00:16:42;2020-03-25 23:16:42;1
5b27baee5970600007d7b742;5b27baee5970600007d7b742;2020-03-26 00:16:37;2020-03-25 23:16:37;1
5b7034552f155200067f1b1b;5b7034552f155200067f1b1b;2020-03-26 00:16:40;2020-03-25 23:16:40;1
5b6c43802f155200067eeb1b;5b6c43802f155200067eeb1b;2020-03-26 00:16:40;2020-03-25 23:16:40;1
5b409518297c4e00076a5991;5b409518297c4e00076a5991;2020-03-26 00:16:36;2020-03-25 23:16:36;1
5b81b5d82608a90008463ea6;5b81b5d82608a90008463ea6;2020-03-26 00:16:43;2020-03-25 23:16:43;1
5b45dbdc1f3ff60007ebcb88;5b45dbdc1f3ff60007ebcb88;2020-03-26 00:16:38;2020-03-25 23:16:38;1
5b5e510cc3cedb00079f321b;5b5e510cc3cedb00079f321b;2020-03-26 00:16:41;2020-03-25 23:16:41;1
5b5e440fdc692d000737c168;5b5e440fdc692d000737c168;2020-03-26 00:16:41;2020-03-25 23:16:41;1
5b6c3b0e2f155200067ee99d;5b6c3b0e2f155200067ee99d;2020-03-26 00:16:41;2020-03-25 23:16:41;1
5bbed56d4b3eb100073e216d;5bbed56d4b3eb100073e216d;2020-03-26 00:16:46;2020-03-25 23:16:46;1
5c854c073dc8b30007727b1a;5c854c073dc8b30007727b1a;2020-03-26 00:16:55;2020-03-25 23:16:55;1
5c797402c9ce2900078f9442;5c797402c9ce2900078f9442;2020-03-26 00:16:55;2020-03-25 23:16:55;1
5b74b0d68be2670007cdcb8a;5b74b0d68be2670007cdcb8a;2020-03-26 00:16:41;2020-03-25 23:16:41;1
5bde4ab28fe5720007728a6d;5bde4ab28fe5720007728a6d;2020-03-26 00:16:47;2020-03-25 23:16:47;1
5b8f92f0a90f2a0007ac183c;5b8f92f0a90f2a0007ac183c;2020-03-26 00:16:44;2020-03-25 23:16:44;1
5bd6eb6eee9de700077bd31a;5bd6eb6eee9de700077bd31a;2020-03-26 00:16:47;2020-03-25 23:16:47;1
5c929d992f97040007a42791;5c929d992f97040007a42791;2020-03-26 00:16:58;2020-03-25 23:16:58;1
5c36df8e15779c0007b44c3a;5c36df8e15779c0007b44c3a;2020-03-26 00:16:51;2020-03-25 23:16:51;1
5c8e7f36242afd0007a8badd;5c8e7f36242afd0007a8badd;2020-03-26 00:16:57;2020-03-25 23:16:57;1
5c8e836f242afd0007a8bbda;5c8e836f242afd0007a8bbda;2020-03-26 00:16:57;2020-03-25 23:16:57;1
5c8c1062070bee00074b848c;5c8c1062070bee00074b848c;2020-03-26 00:16:57;2020-03-25 23:16:57;1
5c8570e13dc8b30007728417;5c8570e13dc8b30007728417;2020-03-26 00:16:56;2020-03-25 23:16:56;1
5c9d196b73006200078b7c6d;5c9d196b73006200078b7c6d;2020-03-26 00:17:00;2020-03-25 23:17:00;1
5b782ad60e0ea00007fe0ac3;5b782ad60e0ea00007fe0ac3;2020-03-26 00:16:42;2020-03-25 23:16:42;1
5b781dff0e0ea00007fe09f0;5b781dff0e0ea00007fe09f0;2020-03-26 00:16:42;2020-03-25 23:16:42;1
5b65af5a1f05f70008990951;5b65af5a1f05f70008990951;2020-03-26 00:16:41;2020-03-25 23:16:41;1
5b7056889544770007c273ac;5b7056889544770007c273ac;2020-03-26 00:16:42;2020-03-25 23:16:42;1
5b354729ba4080000709530b;5b354729ba4080000709530b;2020-03-26 00:16:37;2020-03-25 23:16:37;1
5b7d0ff9d1c68b000760cc87;5b7d0ff9d1c68b000760cc87;2020-03-26 00:16:43;2020-03-25 23:16:43;1
5b2a86838105c600075b0a91;5b2a86838105c600075b0a91;2020-03-26 00:16:38;2020-03-25 23:16:38;1
5bc03e9a4b3eb100073e2cfe;5bc03e9a4b3eb100073e2cfe;2020-03-26 00:16:46;2020-03-25 23:16:46;1
5b80377d2608a9000797c489;5b80377d2608a9000797c489;2020-03-26 00:16:42;2020-03-25 23:16:42;1
5b77cf920e0ea00007fe00c0;5b77cf920e0ea00007fe00c0;2020-03-26 00:16:42;2020-03-25 23:16:42;1
5b753947c6948300079e15c8;5b753947c6948300079e15c8;2020-03-26 00:16:39;2020-03-25 23:16:39;1
5bfffd64cec6e40007954947;5bfffd64cec6e40007954947;2020-03-26 00:16:49;2020-03-25 23:16:49;1
5b33a8f3ba40800007093de5;5b33a8f3ba40800007093de5;2020-03-26 00:16:37;2020-03-25 23:16:37;1
5c34c00fb16dd60007f42b0a;5c34c00fb16dd60007f42b0a;2020-03-26 00:16:51;2020-03-25 23:16:51;1
5c4ccb563288f70007008da3;5c4ccb563288f70007008da3;2020-03-26 00:16:53;2020-03-25 23:16:53;1
5c771d66faff9e0007bcd318;5c771d66faff9e0007bcd318;2020-03-26 00:16:55;2020-03-25 23:16:55;1
5b85a2f6d1c68b00068fb6b7;5b85a2f6d1c68b00068fb6b7;2020-03-26 00:16:43;2020-03-25 23:16:43;1
5b758afa8be2670007cdd60e;5b758afa8be2670007cdd60e;2020-03-26 00:16:40;2020-03-25 23:16:40;1
5b1d7d0d065df100070e47b6;5b1d7d0d065df100070e47b6;2020-03-26 00:16:36;2020-03-25 23:16:36;1
5b27c3215970600007d7b76f;5b27c3215970600007d7b76f;2020-03-26 00:16:38;2020-03-25 23:16:38;1
5b1926ad065df100070dfbae;5b1926ad065df100070dfbae;2020-03-26 00:16:35;2020-03-25 23:16:35;1
5b1929d4065df100070dfc24;5b1929d4065df100070dfc24;2020-03-26 00:16:35;2020-03-25 23:16:35;1
5b2a15deba4080000708d407;5b2a15deba4080000708d407;2020-03-26 00:16:37;2020-03-25 23:16:37;1
5b17d74834005900072d7026;5b17d74834005900072d7026;2020-03-26 00:16:36;2020-03-25 23:16:36;1
5b14e0e88cabcc00091fdf35;5b14e0e88cabcc00091fdf35;2020-03-26 00:16:34;2020-03-25 23:16:34;1
5b28e1075970600007d7b7cf;5b28e1075970600007d7b7cf;2020-03-26 00:16:37;2020-03-25 23:16:37;1
5b8553d92608a90008465cab;5b8553d92608a90008465cab;2020-03-26 00:16:42;2020-03-25 23:16:42;1
5b76e75effa2f200086a8838;5b76e75effa2f200086a8838;2020-03-26 00:16:42;2020-03-25 23:16:42;1
5ba0ce581325f200078bbd30;5ba0ce581325f200078bbd30;2020-03-26 00:16:45;2020-03-25 23:16:45;1
5b88429e2608a90007052042;5b88429e2608a90007052042;2020-03-26 00:16:42;2020-03-25 23:16:42;1
5c20be91c6dc3600070e88f3;5c20be91c6dc3600070e88f3;2020-03-26 00:16:49;2020-03-25 23:16:49;1
5c8577153dc8b3000772853f;5c8577153dc8b3000772853f;2020-03-26 00:16:56;2020-03-25 23:16:56;1
5c02270ecec6e400079563fc;5c02270ecec6e400079563fc;2020-03-26 00:16:51;2020-03-25 23:16:51;1
5b29ffe28105c600075b0113;5b29ffe28105c600075b0113;2020-03-26 00:16:37;2020-03-25 23:16:37;1
5b6c3a6e2f155200067ee977;5b6c3a6e2f155200067ee977;2020-03-26 00:16:41;2020-03-25 23:16:41;1
5b7187e32f155200067f2847;5b7187e32f155200067f2847;2020-03-26 00:16:42;2020-03-25 23:16:42;1
5c064f4482e3720007b93564;5c064f4482e3720007b93564;2020-03-26 00:16:50;2020-03-25 23:16:50;1
5b6c41a52f155200067eeadf;5b6c41a52f155200067eeadf;2020-03-26 00:16:41;2020-03-25 23:16:41;1
5b9649e7d1c68b0007f269d1;5b9649e7d1c68b0007f269d1;2020-03-26 00:16:44;2020-03-25 23:16:44;1
5b7732b0ffa2f200086a9022;5b7732b0ffa2f200086a9022;2020-03-26 00:16:42;2020-03-25 23:16:42;1
5b76a64dffa2f200086a807d;5b76a64dffa2f200086a807d;2020-03-26 00:16:42;2020-03-25 23:16:42;1
5bec20cf9ec51e0007341555;5bec20cf9ec51e0007341555;2020-03-26 00:16:46;2020-03-25 23:16:46;1
5c8c2dc6070bee00074b89bc;5c8c2dc6070bee00074b89bc;2020-03-26 00:16:57;2020-03-25 23:16:57;1
5c92a79e7300620007e0de65;5c92a79e7300620007e0de65;2020-03-26 00:17:00;2020-03-25 23:17:00;1
5bd81ef66b97660007e96941;5bd81ef66b97660007e96941;2020-03-26 00:16:48;2020-03-25 23:16:48;1
5c13ccc9178f470007de7762;5c13ccc9178f470007de7762;2020-03-26 00:16:51;2020-03-25 23:16:51;1
5c3c5525095d98000722e09e;5c3c5525095d98000722e09e;2020-03-26 00:16:49;2020-03-25 23:16:49;1
5c91ee0feff9e10007a55640;5c91ee0feff9e10007a55640;2020-03-26 00:16:57;2020-03-25 23:16:57;1
5c3ef2f4095d98000722e0a2;5c3ef2f4095d98000722e0a2;2020-03-26 00:16:51;2020-03-25 23:16:51;1
5b30e37cba40800007091bdb;5b30e37cba40800007091bdb;2020-03-26 00:16:38;2020-03-25 23:16:38;1
5c8a1b2737bbb10007225d23;5c8a1b2737bbb10007225d23;2020-03-26 00:16:57;2020-03-25 23:16:57;1
5c8a15fc37bbb10007225d1d;5c8a15fc37bbb10007225d1d;2020-03-26 00:16:57;2020-03-25 23:16:57;1
5c80e46637bbb10007225c88;5c80e46637bbb10007225c88;2020-03-26 00:16:55;2020-03-25 23:16:55;1
5c79b617135ff100088e766a;5c79b617135ff100088e766a;2020-03-26 00:16:55;2020-03-25 23:16:55;1
5c7a975cc9ce2900078fc251;5c7a975cc9ce2900078fc251;2020-03-26 00:16:54;2020-03-25 23:16:54;1
5c561972e91297000740061a;5c561972e91297000740061a;2020-03-26 00:16:56;2020-03-25 23:16:56;1
5c95373a7300620007e147bb;5c95373a7300620007e147bb;2020-03-26 00:16:59;2020-03-25 23:16:59;1
5c94d2c67300620007e1312c;5c94d2c67300620007e1312c;2020-03-26 00:16:59;2020-03-25 23:16:59;1
5c6857fdecc03b0007feec3e;5c6857fdecc03b0007feec3e;2020-03-26 00:16:54;2020-03-25 23:16:54;1
5b0fd0a9f0079500079964c6;5b0fd0a9f0079500079964c6;2020-03-26 00:16:34;2020-03-25 23:16:34;1
5b178bb934005900072d6567;5b178bb934005900072d6567;2020-03-26 00:16:34;2020-03-25 23:16:34;1
5b59da9d957e760007b908aa;5b59da9d957e760007b908aa;2020-03-26 00:16:40;2020-03-25 23:16:40;1
5b5b0ebfdc692d000737a107;5b5b0ebfdc692d000737a107;2020-03-26 00:16:41;2020-03-25 23:16:41;1
5c38aac11f3ff600080a50f9;5c38aac11f3ff600080a50f9;2020-03-26 00:16:52;2020-03-25 23:16:52;1
5bfc17f62f155200073e10c2;5bfc17f62f155200073e10c2;2020-03-26 00:16:49;2020-03-25 23:16:49;1
5bcd885dd8bb890007c0b037;5bcd885dd8bb890007c0b037;2020-03-26 00:16:46;2020-03-25 23:16:46;1
5c581c3da6afcc000732f9e0;5c581c3da6afcc000732f9e0;2020-03-26 00:16:52;2020-03-25 23:16:52;1
5b75956bc6948300079e1ccd;5b75956bc6948300079e1ccd;2020-03-26 00:16:40;2020-03-25 23:16:40;1
5c50219a703aba0007b7d2b6;5c50219a703aba0007b7d2b6;2020-03-26 00:16:53;2020-03-25 23:16:53;1
5c3d971692711b00077a93c7;5c3d971692711b00077a93c7;2020-03-26 00:16:51;2020-03-25 23:16:51;1
5b2237e4e2f7e1000751bc3d;5b2237e4e2f7e1000751bc3d;2020-03-26 00:16:36;2020-03-25 23:16:36;1
5c7b9ac3135ff10007f28de3;5c7b9ac3135ff10007f28de3;2020-03-26 00:16:55;2020-03-25 23:16:55;1
5bd1b02e0b754300075ce429;5bd1b02e0b754300075ce429;2020-03-26 00:16:46;2020-03-25 23:16:46;1
5c8ccb72242afd0007a86afd;5c8ccb72242afd0007a86afd;2020-03-26 00:16:57;2020-03-25 23:16:57;1
5b166ed95cf1b900099a551a;5b166ed95cf1b900099a551a;2020-03-26 00:16:35;2020-03-25 23:16:35;1
5bc89172957e7600076eb076;5bc89172957e7600076eb076;2020-03-26 00:16:46;2020-03-25 23:16:46;1
5c191769178f470007de7789;5c191769178f470007de7789;2020-03-26 00:16:50;2020-03-25 23:16:50;1
5bbbbdfb4b3eb10007100732;5bbbbdfb4b3eb10007100732;2020-03-26 00:16:46;2020-03-25 23:16:46;1
5c6bf48fdcb0e00007e087f7;5c6bf48fdcb0e00007e087f7;2020-03-26 00:16:53;2020-03-25 23:16:53;1
5b27d3a45970600007d7b79f;5b27d3a45970600007d7b79f;2020-03-26 00:16:36;2020-03-25 23:16:36;1
5b18fe275cf1b900099a88b0;5b18fe275cf1b900099a88b0;2020-03-26 00:16:35;2020-03-25 23:16:35;1
5b59d4d3957e760007b90893;5b59d4d3957e760007b90893;2020-03-26 00:16:42;2020-03-25 23:16:42;1
5b45c219e03239000749ccaf;5b45c219e03239000749ccaf;2020-03-26 00:16:38;2020-03-25 23:16:38;1
5b616e787eb41c000736cc47;5b616e787eb41c000736cc47;2020-03-26 00:16:39;2020-03-25 23:16:39;1
5b55b5e0af902a000605fd91;5b55b5e0af902a000605fd91;2020-03-26 00:16:40;2020-03-25 23:16:40;1
5bcd9417d8bb890007c0b03b;5bcd9417d8bb890007c0b03b;2020-03-26 00:16:46;2020-03-25 23:16:46;1
5b616d917eb41c000736cc3f;5b616d917eb41c000736cc3f;2020-03-26 00:16:40;2020-03-25 23:16:40;1
5c19091c1a54ef0007c084b6;5c19091c1a54ef0007c084b6;2020-03-26 00:16:50;2020-03-25 23:16:50;1
5bc121f14b3eb1000701fa8d;5bc121f14b3eb1000701fa8d;2020-03-26 00:16:46;2020-03-25 23:16:46;1
5bebf45b0d26a400077a9c26;5bebf45b0d26a400077a9c26;2020-03-26 00:16:47;2020-03-25 23:16:47;1
5b9a2d8730b8ff000732c2fd;5b9a2d8730b8ff000732c2fd;2020-03-26 00:16:45;2020-03-25 23:16:45;1
5c9bf19573006200078b5217;5c9bf19573006200078b5217;2020-03-26 00:16:58;2020-03-25 23:16:58;1
5b9a060b30b8ff000732c2dd;5b9a060b30b8ff000732c2dd;2020-03-26 00:16:44;2020-03-25 23:16:44;1
5c435db392711b00070f4ccd;5c435db392711b00070f4ccd;2020-03-26 00:16:51;2020-03-25 23:16:51;1
5bec166c44bdb10009de9e57;5bec166c44bdb10009de9e57;2020-03-26 00:16:47;2020-03-25 23:16:47;1
5c014153cec6e40007955b36;5c014153cec6e40007955b36;2020-03-26 00:16:49;2020-03-25 23:16:49;1
5b17e1365cf1b900099a7314;5b17e1365cf1b900099a7314;2020-03-26 00:16:35;2020-03-25 23:16:35;1
5b17efc834005900072d73e2;5b17efc834005900072d73e2;2020-03-26 00:16:35;2020-03-25 23:16:35;1
5b19a48c065df100070e1034;5b19a48c065df100070e1034;2020-03-26 00:16:35;2020-03-25 23:16:35;1
5b6c2e389544770007c242c0;5b6c2e389544770007c242c0;2020-03-26 00:16:41;2020-03-25 23:16:41;1
5b71760a9544770007c27da2;5b71760a9544770007c27da2;2020-03-26 00:16:41;2020-03-25 23:16:41;1
5b756d4cc6948300079e19f0;5b756d4cc6948300079e19f0;2020-03-26 00:16:40;2020-03-25 23:16:40;1
5b76bc2ce49b8e000a66ac0c;5b76bc2ce49b8e000a66ac0c;2020-03-26 00:16:42;2020-03-25 23:16:42;1
5b194cbbceb9300007efde51;5b194cbbceb9300007efde51;2020-03-26 00:16:36;2020-03-25 23:16:36;1
5b780662d65c2b00079649b9;5b780662d65c2b00079649b9;2020-03-26 00:16:43;2020-03-25 23:16:43;1
5c28e743b16dd600070c0aad;5c28e743b16dd600070c0aad;2020-03-26 00:16:50;2020-03-25 23:16:50;1
5beb49e49ec51e0007340cc4;5beb49e49ec51e0007340cc4;2020-03-26 00:16:48;2020-03-25 23:16:48;1
5b7591ae8be2670007cdd6ca;5b7591ae8be2670007cdd6ca;2020-03-26 00:16:40;2020-03-25 23:16:40;1
5c5d6cbaa6afcc000754fea4;5c5d6cbaa6afcc000754fea4;2020-03-26 00:16:55;2020-03-25 23:16:55;1
5bc087e5ce45320007c44169;5bc087e5ce45320007c44169;2020-03-26 00:16:46;2020-03-25 23:16:46;1
5c6739e7d6b19200070a77f0;5c6739e7d6b19200070a77f0;2020-03-26 00:16:55;2020-03-25 23:16:55;1
5c635679a6afcc00070e03a9;5c635679a6afcc00070e03a9;2020-03-26 00:16:53;2020-03-25 23:16:53;1
5b70b7299544770007c27859;5b70b7299544770007c27859;2020-03-26 00:16:40;2020-03-25 23:16:40;1
5c908edc5dad6a0007a75122;5c908edc5dad6a0007a75122;2020-03-26 00:16:57;2020-03-25 23:16:57;1
5b76fedfffa2f200086a8aaf;5b76fedfffa2f200086a8aaf;2020-03-26 00:16:43;2020-03-25 23:16:43;1
5c643b83ecc03b000bd24d8d;5c643b83ecc03b000bd24d8d;2020-03-26 00:16:55;2020-03-25 23:16:55;1
5c9aa56373006200071df829;5c9aa56373006200071df829;2020-03-26 00:16:58;2020-03-25 23:16:58;1
5c485573e912970007f928f1;5c485573e912970007f928f1;2020-03-26 00:16:51;2020-03-25 23:16:51;1
5c9cd51373006200078b6b95;5c9cd51373006200078b6b95;2020-03-26 00:16:59;2020-03-25 23:16:59;1
5c9bc78373006200078b4778;5c9bc78373006200078b4778;2020-03-26 00:16:59;2020-03-25 23:16:59;1
5c937df22f97040007a444bf;5c937df22f97040007a444bf;2020-03-26 00:16:58;2020-03-25 23:16:58;1
5c92a3187300620007e0dd18;5c92a3187300620007e0dd18;2020-03-26 00:17:00;2020-03-25 23:17:00;1
5c90032ee0b3eb000705b602;5c90032ee0b3eb000705b602;2020-03-26 00:16:57;2020-03-25 23:16:57;1
5c9c840673006200078b5966;5c9c840673006200078b5966;2020-03-26 00:16:58;2020-03-25 23:16:58;1
5b17e43f5cf1b900099a7363;5b17e43f5cf1b900099a7363;2020-03-26 00:16:35;2020-03-25 23:16:35;1
5b747e888be2670007cdc9a3;5b747e888be2670007cdc9a3;2020-03-26 00:16:40;2020-03-25 23:16:40;1
5b43d3b4297c4e00076a7a5d;5b43d3b4297c4e00076a7a5d;2020-03-26 00:16:38;2020-03-25 23:16:38;1
5bd6eedbee9de700077bd35b;5bd6eedbee9de700077bd35b;2020-03-26 00:16:46;2020-03-25 23:16:46;1
5bfbe10d413c5800071b9def;5bfbe10d413c5800071b9def;2020-03-26 00:16:49;2020-03-25 23:16:49;1
5b6ca8bf9544770007c24e3a;5b6ca8bf9544770007c24e3a;2020-03-26 00:16:41;2020-03-25 23:16:41;1
5beaf0e69ec51e00073407bd;5beaf0e69ec51e00073407bd;2020-03-26 00:16:47;2020-03-25 23:16:47;1
5b1ee5e3065df100070e593e;5b1ee5e3065df100070e593e;2020-03-26 00:16:35;2020-03-25 23:16:35;1
5b1929d8065df100070dfc27;5b1929d8065df100070dfc27;2020-03-26 00:16:34;2020-03-25 23:16:34;1
5b79118f4d48a8000657d80c;5b79118f4d48a8000657d80c;2020-03-26 00:16:43;2020-03-25 23:16:43;1
5b77e9fb0e0ea00007fe041a;5b77e9fb0e0ea00007fe041a;2020-03-26 00:16:42;2020-03-25 23:16:42;1
5b7400c7c6948300079e058e;5b7400c7c6948300079e058e;2020-03-26 00:16:41;2020-03-25 23:16:41;1
5b22c5d4cd97350007929d4d;5b22c5d4cd97350007929d4d;2020-03-26 00:16:35;2020-03-25 23:16:35;1
5b75ae068be2670007cdd8fa;5b75ae068be2670007cdd8fa;2020-03-26 00:16:41;2020-03-25 23:16:41;1
5b547ec5af902a000605f3f0;5b547ec5af902a000605f3f0;2020-03-26 00:16:40;2020-03-25 23:16:40;1
5c46dbfcdcf8930007befad0;5c46dbfcdcf8930007befad0;2020-03-26 00:16:51;2020-03-25 23:16:51;1
5b77b35fd65c2b00079640ad;5b77b35fd65c2b00079640ad;2020-03-26 00:16:42;2020-03-25 23:16:42;1
5c1b82cac6dc360006e04445;5c1b82cac6dc360006e04445;2020-03-26 00:16:51;2020-03-25 23:16:51;1
5c1b36edb16dd60009e1c47d;5c1b36edb16dd60009e1c47d;2020-03-26 00:16:51;2020-03-25 23:16:51;1
5b22c859cd97350007929da5;5b22c859cd97350007929da5;2020-03-26 00:16:35;2020-03-25 23:16:35;1
5b194246065df100070dffa2;5b194246065df100070dffa2;2020-03-26 00:16:35;2020-03-25 23:16:35;1
5b27e7158105c600075aeb24;5b27e7158105c600075aeb24;2020-03-26 00:16:37;2020-03-25 23:16:37;1
5b5dbffbdc692d000737bb5f;5b5dbffbdc692d000737bb5f;2020-03-26 00:16:40;2020-03-25 23:16:40;1
5b2274cce2f7e1000751c14c;5b2274cce2f7e1000751c14c;2020-03-26 00:16:35;2020-03-25 23:16:35;1
5b7588ebc6948300079e1c0a;5b7588ebc6948300079e1c0a;2020-03-26 00:16:41;2020-03-25 23:16:41;1
5b77d0c9d65c2b00079642bf;5b77d0c9d65c2b00079642bf;2020-03-26 00:16:42;2020-03-25 23:16:42;1
5b6f14492f155200067f1240;5b6f14492f155200067f1240;2020-03-26 00:16:39;2020-03-25 23:16:39;1
5b15239a8cabcc00091fe3d1;5b15239a8cabcc00091fe3d1;2020-03-26 00:16:36;2020-03-25 23:16:36;1
5b715c689544770007c27be7;5b715c689544770007c27be7;2020-03-26 00:16:40;2020-03-25 23:16:40;1
5b6840f47deab70007919a1c;5b6840f47deab70007919a1c;2020-03-26 00:16:41;2020-03-25 23:16:41;1
5b7427cdc6948300079e0965;5b7427cdc6948300079e0965;2020-03-26 00:16:41;2020-03-25 23:16:41;1
5b752df78be2670007cdcdc5;5b752df78be2670007cdcdc5;2020-03-26 00:16:40;2020-03-25 23:16:40;1
5c8451db3dc8b30007ffdb01;5c8451db3dc8b30007ffdb01;2020-03-26 00:16:53;2020-03-25 23:16:53;1
5ca10aec2f97040007b87587;5ca10aec2f97040007b87587;2020-03-26 00:16:57;2020-03-25 23:16:57;1
5c80e9ca4eec550007e25bbf;5c80e9ca4eec550007e25bbf;2020-03-26 00:16:56;2020-03-25 23:16:56;1
